locus_tag	ftype	length_bp	gene	EC_number	COG	product
GCF_000154045.1_ASM15404v1_04628	CDS	846	znuA		COG4531	High-affinity zinc uptake system protein ZnuA
GCF_000154045.1_ASM15404v1_04629	CDS	789	znuC	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
GCF_000154045.1_ASM15404v1_04630	CDS	786	znuB_2		COG1108	High-affinity zinc uptake system membrane protein ZnuB
GCF_000154045.1_ASM15404v1_04631	CDS	873	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
GCF_000154045.1_ASM15404v1_04632	CDS	1167	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
GCF_000154045.1_ASM15404v1_04633	CDS	1206	sucB_3	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
GCF_000154045.1_ASM15404v1_04634	CDS	2826	sucA_2	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
GCF_000154045.1_ASM15404v1_04635	CDS	711	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
GCF_000154045.1_ASM15404v1_04636	CDS	1767	sdhA	1.3.5.1		Succinate dehydrogenase flavoprotein subunit
GCF_000154045.1_ASM15404v1_04637	CDS	345	sdhD_2		COG2142	Succinate dehydrogenase hydrophobic membrane anchor subunit
GCF_000154045.1_ASM15404v1_04638	CDS	393	sdhC_2		COG2009	Succinate dehydrogenase cytochrome b556 subunit
GCF_000154045.1_ASM15404v1_04639	CDS	1290	gltA_2	2.3.3.16	COG0372	Citrate synthase
GCF_000154045.1_ASM15404v1_04640	CDS	759			COG0327	GTP cyclohydrolase 1 type 2 
GCF_000154045.1_ASM15404v1_04641	CDS	771				hypothetical protein
GCF_000154045.1_ASM15404v1_04642	CDS	1647	pgm_2	5.4.2.2	COG0033	Phosphoglucomutase
GCF_000154045.1_ASM15404v1_04643	CDS	558	seqA		COG3057	Negative modulator of initiation of replication
GCF_000154045.1_ASM15404v1_04644	CDS	795	livH_2		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
GCF_000154045.1_ASM15404v1_04645	CDS	204				hypothetical protein
GCF_000154045.1_ASM15404v1_04646	CDS	1221	cca		COG0617	Multifunctional CCA protein
GCF_000154045.1_ASM15404v1_04647	CDS	1620				hypothetical protein
GCF_000154045.1_ASM15404v1_04648	CDS	684				hypothetical protein
GCF_000154045.1_ASM15404v1_04649	CDS	612				hypothetical protein
GCF_000154045.1_ASM15404v1_04650	CDS	981				hypothetical protein
GCF_000154045.1_ASM15404v1_04651	CDS	681				hypothetical protein
GCF_000154045.1_ASM15404v1_04652	CDS	1536	ygiF	3.6.1.25	COG3025	Inorganic triphosphatase
GCF_000154045.1_ASM15404v1_04653	CDS	819				hypothetical protein
GCF_000154045.1_ASM15404v1_04654	CDS	1257	pctB_4		COG0840	Methyl-accepting chemotaxis protein PctB
GCF_000154045.1_ASM15404v1_04655	CDS	2844	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
GCF_000154045.1_ASM15404v1_04656	CDS	1431	hldE		COG2870	Bifunctional protein HldE
GCF_000154045.1_ASM15404v1_04657	CDS	1329	tolC_4		COG1538	Outer membrane protein TolC
GCF_000154045.1_ASM15404v1_04658	CDS	540				hypothetical protein
GCF_000154045.1_ASM15404v1_04659	CDS	1020	alx		COG0861	Putative membrane-bound redox modulator Alx
GCF_000154045.1_ASM15404v1_04660	CDS	192				hypothetical protein
GCF_000154045.1_ASM15404v1_04661	CDS	558				hypothetical protein
GCF_000154045.1_ASM15404v1_04662	CDS	2409	volA		COG1073	Lysophospholipase VolA
GCF_000154045.1_ASM15404v1_04663	CDS	1242			COG2067	47 kDa outer membrane protein
GCF_000154045.1_ASM15404v1_04664	CDS	1083				hypothetical protein
GCF_000154045.1_ASM15404v1_04665	CDS	789	bepA_3	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
GCF_000154045.1_ASM15404v1_04666	CDS	435	menI	3.1.2.28	COG2050	1,4-dihydroxy-2-naphthoyl-CoA hydrolase
GCF_000154045.1_ASM15404v1_04667	CDS	234				hypothetical protein
GCF_000154045.1_ASM15404v1_04668	CDS	1707	sgrR_4		COG4533	HTH-type transcriptional regulator SgrR
GCF_000154045.1_ASM15404v1_04669	CDS	252				hypothetical protein
GCF_000154045.1_ASM15404v1_04670	CDS	333	cutA		COG1324	Divalent-cation tolerance protein CutA
GCF_000154045.1_ASM15404v1_04671	CDS	597	yjdF		COG3647	Inner membrane protein YjdF
GCF_000154045.1_ASM15404v1_04672	CDS	840				hypothetical protein
GCF_000154045.1_ASM15404v1_04673	CDS	621				hypothetical protein
GCF_000154045.1_ASM15404v1_04674	CDS	1656				hypothetical protein
GCF_000154045.1_ASM15404v1_04675	CDS	1911				hypothetical protein
GCF_000154045.1_ASM15404v1_04676	CDS	1200	fabV_3	1.3.1.44	COG3007	Trans-2-enoyl-CoA reductase [NADH]
GCF_000154045.1_ASM15404v1_04677	CDS	498		3.1.1.2		Arylesterase
GCF_000154045.1_ASM15404v1_04678	CDS	693	lolD_2	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
GCF_000154045.1_ASM15404v1_04679	CDS	483				hypothetical protein
GCF_000154045.1_ASM15404v1_04680	CDS	195				hypothetical protein
GCF_000154045.1_ASM15404v1_04681	CDS	1434				hypothetical protein
GCF_000154045.1_ASM15404v1_04682	CDS	936	pxpC	3.5.2.9	COG1984	5-oxoprolinase subunit C
GCF_000154045.1_ASM15404v1_04683	CDS	684	pxpB	3.5.2.9	COG2049	5-oxoprolinase subunit B
GCF_000154045.1_ASM15404v1_04684	CDS	756	pxpA3	3.5.2.9	COG1540	5-oxoprolinase subunit A 3
GCF_000154045.1_ASM15404v1_04685	CDS	1971				hypothetical protein
GCF_000154045.1_ASM15404v1_04686	CDS	1017	galE_2	5.1.3.2	COG1087	UDP-glucose 4-epimerase
GCF_000154045.1_ASM15404v1_04687	CDS	132				hypothetical protein
GCF_000154045.1_ASM15404v1_04688	CDS	1977	btuB_2			Vitamin B12 transporter BtuB
GCF_000154045.1_ASM15404v1_04689	CDS	888	yhaJ_2			HTH-type transcriptional regulator YhaJ
GCF_000154045.1_ASM15404v1_04690	CDS	2634	patZ	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase PatZ
GCF_000154045.1_ASM15404v1_04691	CDS	570	damX			Cell division protein DamX
GCF_000154045.1_ASM15404v1_04692	CDS	990	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
GCF_000154045.1_ASM15404v1_04693	CDS	390				hypothetical protein
GCF_000154045.1_ASM15404v1_04694	CDS	312	yciH		COG0023	putative protein YciH
GCF_000154045.1_ASM15404v1_04695	CDS	429				hypothetical protein
GCF_000154045.1_ASM15404v1_04696	CDS	1461				hypothetical protein
GCF_000154045.1_ASM15404v1_04697	CDS	186				hypothetical protein
GCF_000154045.1_ASM15404v1_04698	CDS	228				hypothetical protein
GCF_000154045.1_ASM15404v1_04699	CDS	420				hypothetical protein
GCF_000154045.1_ASM15404v1_04700	CDS	1113				hypothetical protein
GCF_000154045.1_ASM15404v1_04701	CDS	717				hypothetical protein
GCF_000154045.1_ASM15404v1_04702	CDS	495				hypothetical protein
GCF_000154045.1_ASM15404v1_04703	CDS	387				hypothetical protein
GCF_000154045.1_ASM15404v1_04704	CDS	207				hypothetical protein
GCF_000154045.1_ASM15404v1_04705	CDS	144				hypothetical protein
GCF_000154045.1_ASM15404v1_04706	CDS	312				hypothetical protein
GCF_000154045.1_ASM15404v1_04707	CDS	828				hypothetical protein
GCF_000154045.1_ASM15404v1_04708	CDS	129				hypothetical protein
GCF_000154045.1_ASM15404v1_04709	CDS	759				hypothetical protein
GCF_000154045.1_ASM15404v1_04710	CDS	453				hypothetical protein
GCF_000154045.1_ASM15404v1_04711	CDS	534				hypothetical protein
GCF_000154045.1_ASM15404v1_04712	CDS	312				hypothetical protein
GCF_000154045.1_ASM15404v1_04713	CDS	156				hypothetical protein
GCF_000154045.1_ASM15404v1_04714	CDS	1818				hypothetical protein
GCF_000154045.1_ASM15404v1_04715	CDS	297				hypothetical protein
GCF_000154045.1_ASM15404v1_04716	CDS	192				hypothetical protein
GCF_000154045.1_ASM15404v1_04717	CDS	264				hypothetical protein
GCF_000154045.1_ASM15404v1_04718	CDS	204				hypothetical protein
GCF_000154045.1_ASM15404v1_04719	CDS	369				hypothetical protein
GCF_000154045.1_ASM15404v1_04720	CDS	840				hypothetical protein
GCF_000154045.1_ASM15404v1_04721	CDS	213				hypothetical protein
GCF_000154045.1_ASM15404v1_04722	CDS	390	uspA_3		COG0589	Universal stress protein A
GCF_000154045.1_ASM15404v1_04723	CDS	159				hypothetical protein
GCF_000154045.1_ASM15404v1_04724	CDS	1122				hypothetical protein
GCF_000154045.1_ASM15404v1_04725	CDS	882				hypothetical protein
GCF_000154045.1_ASM15404v1_04726	CDS	276	mtrA		COG0745	DNA-binding response regulator MtrA
GCF_000154045.1_ASM15404v1_04727	CDS	645		3.5.1.77		N-carbamoyl-D-amino acid hydrolase
GCF_000154045.1_ASM15404v1_04728	CDS	927	mltC	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase C
GCF_000154045.1_ASM15404v1_04729	CDS	327	sodA_2	1.15.1.1		Superoxide dismutase [Mn]
GCF_000154045.1_ASM15404v1_04730	CDS	1404	cpxA_2	2.7.13.3		Sensor histidine kinase CpxA
GCF_000154045.1_ASM15404v1_04731	CDS	285	cpxR_3		COG0745	Transcriptional regulatory protein CpxR
GCF_000154045.1_ASM15404v1_04732	CDS	1200	miaB_2	2.8.4.3		tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
GCF_000154045.1_ASM15404v1_04733	CDS	459	kefC_3		COG0475	Glutathione-regulated potassium-efflux system protein KefC
GCF_000154045.1_ASM15404v1_04734	CDS	738	psaA		COG0803	Manganese ABC transporter substrate-binding lipoprotein
GCF_000154045.1_ASM15404v1_04735	CDS	327	coaE_2	2.7.1.24	COG0237	Dephospho-CoA kinase
GCF_000154045.1_ASM15404v1_04736	CDS	771				hypothetical protein
GCF_000154045.1_ASM15404v1_04737	CDS	222				hypothetical protein
GCF_000154045.1_ASM15404v1_04738	CDS	993	edd_2	4.2.1.12	COG0129	Phosphogluconate dehydratase
GCF_000154045.1_ASM15404v1_04739	CDS	330	mdtI		COG2076	Spermidine export protein MdtI
GCF_000154045.1_ASM15404v1_04740	CDS	405	mdtJ		COG2076	Spermidine export protein MdtJ
GCF_000154045.1_ASM15404v1_04741	CDS	936	yidZ_6			HTH-type transcriptional regulator YidZ
GCF_000154045.1_ASM15404v1_04742	CDS	1008	gntR_2			HTH-type transcriptional regulator GntR
GCF_000154045.1_ASM15404v1_04743	CDS	1353	pknD_2	2.7.11.1		Serine/threonine-protein kinase PknD
GCF_000154045.1_ASM15404v1_04744	CDS	1473				hypothetical protein
GCF_000154045.1_ASM15404v1_04745	CDS	573				hypothetical protein
GCF_000154045.1_ASM15404v1_04746	CDS	1575				hypothetical protein
GCF_000154045.1_ASM15404v1_04747	CDS	2304				hypothetical protein
GCF_000154045.1_ASM15404v1_04748	CDS	1005				hypothetical protein
GCF_000154045.1_ASM15404v1_04749	CDS	957	dppC_2		COG1173	Dipeptide transport system permease protein DppC
GCF_000154045.1_ASM15404v1_04750	CDS	978	dppB		COG0601	Dipeptide transport system permease protein DppB
GCF_000154045.1_ASM15404v1_04751	CDS	1554	dppA		COG0747	Periplasmic dipeptide transport protein
GCF_000154045.1_ASM15404v1_04752	CDS	1716	gsiA	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
GCF_000154045.1_ASM15404v1_04753	CDS	279				hypothetical protein
GCF_000154045.1_ASM15404v1_04754	CDS	726	gph_8	3.1.3.18		Phosphoglycolate phosphatase
GCF_000154045.1_ASM15404v1_04755	tRNA	77				tRNA-Pro(tgg)
GCF_000154045.1_ASM15404v1_04756	tRNA	76				tRNA-His(gtg)
GCF_000154045.1_ASM15404v1_04757	tRNA	77				tRNA-Pro(tgg)
GCF_000154045.1_ASM15404v1_04758	tRNA	76				tRNA-His(gtg)
GCF_000154045.1_ASM15404v1_04759	tRNA	77				tRNA-Arg(ccg)
GCF_000154045.1_ASM15404v1_04760	CDS	423				hypothetical protein
GCF_000154045.1_ASM15404v1_04761	CDS	2016	rep_2	3.6.4.12	COG0210	ATP-dependent DNA helicase Rep
GCF_000154045.1_ASM15404v1_04762	CDS	582			COG1309	putative HTH-type transcriptional regulator
GCF_000154045.1_ASM15404v1_04763	CDS	1086	mdtA_6			Multidrug resistance protein MdtA
GCF_000154045.1_ASM15404v1_04764	CDS	693	bepE_3			Efflux pump membrane transporter BepE
GCF_000154045.1_ASM15404v1_04765	CDS	252	ubiK		COG2960	Ubiquinone biosynthesis accessory factor UbiK
GCF_000154045.1_ASM15404v1_04766	CDS	1485	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
GCF_000154045.1_ASM15404v1_04767	CDS	915	gltC			HTH-type transcriptional regulator GltC
GCF_000154045.1_ASM15404v1_04768	rRNA	111				5S ribosomal RNA
GCF_000154045.1_ASM15404v1_04769	rRNA	2888				23S ribosomal RNA
GCF_000154045.1_ASM15404v1_04770	tRNA	76				tRNA-Val(tac)
GCF_000154045.1_ASM15404v1_04771	tRNA	76				tRNA-Lys(ttt)
GCF_000154045.1_ASM15404v1_04772	tRNA	76				tRNA-Glu(ttc)
GCF_000154045.1_ASM15404v1_04773	rRNA	1549				16S ribosomal RNA
GCF_000154045.1_ASM15404v1_04774	CDS	1089				hypothetical protein
GCF_000154045.1_ASM15404v1_04775	CDS	264				hypothetical protein
GCF_000154045.1_ASM15404v1_04776	CDS	993				hypothetical protein
GCF_000154045.1_ASM15404v1_04777	CDS	621				hypothetical protein
GCF_000154045.1_ASM15404v1_04778	CDS	222				hypothetical protein
GCF_000154045.1_ASM15404v1_04779	CDS	585				hypothetical protein
GCF_000154045.1_ASM15404v1_04780	CDS	267				hypothetical protein
GCF_000154045.1_ASM15404v1_04781	CDS	600	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
GCF_000154045.1_ASM15404v1_04782	CDS	1212	ftsY_2		COG0552	Signal recognition particle receptor FtsY
GCF_000154045.1_ASM15404v1_04783	CDS	660	dnaQ_2	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
GCF_000154045.1_ASM15404v1_04784	CDS	405				hypothetical protein
GCF_000154045.1_ASM15404v1_04785	CDS	906				hypothetical protein
GCF_000154045.1_ASM15404v1_04786	CDS	801				hypothetical protein
GCF_000154045.1_ASM15404v1_04787	CDS	414	rraB		COG3076	Regulator of ribonuclease activity B
GCF_000154045.1_ASM15404v1_04788	CDS	1224	arcA	3.5.3.6	COG2235	Arginine deiminase
GCF_000154045.1_ASM15404v1_04789	CDS	1005	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
GCF_000154045.1_ASM15404v1_04790	CDS	96				hypothetical protein
GCF_000154045.1_ASM15404v1_04791	CDS	993	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase
GCF_000154045.1_ASM15404v1_04792	CDS	462	pyrI		COG1781	Aspartate carbamoyltransferase regulatory chain
GCF_000154045.1_ASM15404v1_04793	CDS	390	ridA_2	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
GCF_000154045.1_ASM15404v1_04794	CDS	726	plsC	2.3.1.51	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
GCF_000154045.1_ASM15404v1_04795	CDS	1257	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
GCF_000154045.1_ASM15404v1_04796	CDS	255	ibaG		COG5007	Acid stress protein IbaG
GCF_000154045.1_ASM15404v1_04797	CDS	321				hypothetical protein
GCF_000154045.1_ASM15404v1_04798	CDS	639	mlaC		COG2854	Intermembrane phospholipid transport system binding protein MlaC
GCF_000154045.1_ASM15404v1_04799	CDS	489	mlaD		COG1463	Intermembrane phospholipid transport system binding protein MlaD
GCF_000154045.1_ASM15404v1_04800	CDS	792	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
GCF_000154045.1_ASM15404v1_04801	CDS	804	mlaF	3.6.3.-	COG1127	Intermembrane phospholipid transport system ATP-binding protein MlaF
GCF_000154045.1_ASM15404v1_04802	CDS	966	yrbG		COG0530	Inner membrane protein YrbG
GCF_000154045.1_ASM15404v1_04803	CDS	972	kdsD_2	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
GCF_000154045.1_ASM15404v1_04804	CDS	546				hypothetical protein
GCF_000154045.1_ASM15404v1_04805	CDS	837	brnQ_4		COG1114	Branched-chain amino acid transport system 2 carrier protein
GCF_000154045.1_ASM15404v1_04806	CDS	867		2.7.1.-		putative ketoamine kinase
GCF_000154045.1_ASM15404v1_04807	CDS	195				hypothetical protein
GCF_000154045.1_ASM15404v1_04808	CDS	1290	norM_3		COG0534	Multidrug resistance protein NorM
GCF_000154045.1_ASM15404v1_04809	CDS	1011				hypothetical protein
GCF_000154045.1_ASM15404v1_04810	CDS	843	ligA_1	6.5.1.1		DNA ligase
GCF_000154045.1_ASM15404v1_04811	CDS	321				hypothetical protein
GCF_000154045.1_ASM15404v1_04812	CDS	903	pal_10			Peptidoglycan-associated lipoprotein
GCF_000154045.1_ASM15404v1_04813	CDS	2103				hypothetical protein
GCF_000154045.1_ASM15404v1_04814	CDS	687				hypothetical protein
GCF_000154045.1_ASM15404v1_04815	CDS	381				hypothetical protein
GCF_000154045.1_ASM15404v1_04816	CDS	1545	luxO_3		COG2204	Regulatory protein LuxO
GCF_000154045.1_ASM15404v1_04817	CDS	1071	gtfA	2.4.1.-		UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit
GCF_000154045.1_ASM15404v1_04818	CDS	1185	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
GCF_000154045.1_ASM15404v1_04819	CDS	1173				hypothetical protein
GCF_000154045.1_ASM15404v1_04820	CDS	1431				hypothetical protein
GCF_000154045.1_ASM15404v1_04821	CDS	1365				hypothetical protein
GCF_000154045.1_ASM15404v1_04822	CDS	1125				hypothetical protein
GCF_000154045.1_ASM15404v1_04823	CDS	1434				hypothetical protein
GCF_000154045.1_ASM15404v1_04824	CDS	1119	mshA_3	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
GCF_000154045.1_ASM15404v1_04825	CDS	1194				hypothetical protein
GCF_000154045.1_ASM15404v1_04826	CDS	639				hypothetical protein
GCF_000154045.1_ASM15404v1_04827	CDS	390				hypothetical protein
GCF_000154045.1_ASM15404v1_04828	CDS	1581			COG1292	Glycine betaine/proline/choline/ectoine transporter
GCF_000154045.1_ASM15404v1_04829	CDS	516	ompA_7			Outer membrane protein A
GCF_000154045.1_ASM15404v1_04830	CDS	480				hypothetical protein
GCF_000154045.1_ASM15404v1_04831	CDS	3987				hypothetical protein
GCF_000154045.1_ASM15404v1_04832	CDS	585	azoR	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase
GCF_000154045.1_ASM15404v1_04833	CDS	498	napF_2		COG1145	Ferredoxin-type protein NapF
GCF_000154045.1_ASM15404v1_04834	CDS	612	dmsD		COG3381	Tat proofreading chaperone DmsD
GCF_000154045.1_ASM15404v1_04835	CDS	852	dmsC		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
GCF_000154045.1_ASM15404v1_04836	CDS	630	dmsB		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
GCF_000154045.1_ASM15404v1_04837	CDS	2448	dmsA	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
GCF_000154045.1_ASM15404v1_04838	CDS	1305				hypothetical protein
GCF_000154045.1_ASM15404v1_04839	CDS	348				hypothetical protein
GCF_000154045.1_ASM15404v1_04840	CDS	1950				hypothetical protein
GCF_000154045.1_ASM15404v1_04841	CDS	441				hypothetical protein
GCF_000154045.1_ASM15404v1_04842	CDS	531				hypothetical protein
GCF_000154045.1_ASM15404v1_04843	CDS	1542				hypothetical protein
GCF_000154045.1_ASM15404v1_04844	CDS	633				hypothetical protein
GCF_000154045.1_ASM15404v1_04845	CDS	1953	hscA_3			Chaperone protein HscA
GCF_000154045.1_ASM15404v1_04846	CDS	2808	hscA_4			Chaperone protein HscA
GCF_000154045.1_ASM15404v1_04847	CDS	195				hypothetical protein
GCF_000154045.1_ASM15404v1_04848	CDS	687				hypothetical protein
GCF_000154045.1_ASM15404v1_04849	CDS	1344				hypothetical protein
GCF_000154045.1_ASM15404v1_04850	CDS	492				hypothetical protein
GCF_000154045.1_ASM15404v1_04851	CDS	1740	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
GCF_000154045.1_ASM15404v1_04852	CDS	1779	mdlB	7.6.2.2	COG1132	Multidrug resistance-like ATP-binding protein MdlB
GCF_000154045.1_ASM15404v1_04853	CDS	549				hypothetical protein
GCF_000154045.1_ASM15404v1_04854	CDS	219				hypothetical protein
GCF_000154045.1_ASM15404v1_04855	CDS	1125				hypothetical protein
GCF_000154045.1_ASM15404v1_04856	CDS	1191	tyrP_2		COG0814	Tyrosine-specific transport protein
GCF_000154045.1_ASM15404v1_04857	CDS	1191				hypothetical protein
GCF_000154045.1_ASM15404v1_04858	CDS	1266		3.1.4.-	COG2206	3'3'-cGAMP-specific phosphodiesterase 1
GCF_000154045.1_ASM15404v1_04859	CDS	603				hypothetical protein
GCF_000154045.1_ASM15404v1_04860	CDS	768				hypothetical protein
GCF_000154045.1_ASM15404v1_04861	CDS	981	nodD2_2			Nodulation protein D 2
GCF_000154045.1_ASM15404v1_04862	CDS	882	yjjW	1.97.1.-	COG1180	Putative glycyl-radical enzyme activating enzyme YjjW
GCF_000154045.1_ASM15404v1_04863	CDS	1539	yjjI			putative protein YjjI
GCF_000154045.1_ASM15404v1_04864	CDS	627	rhtB_5		COG1280	Homoserine/homoserine lactone efflux protein
GCF_000154045.1_ASM15404v1_04865	CDS	1212		3.1.4.-	COG2206	Cyclic di-GMP phosphodiesterase
GCF_000154045.1_ASM15404v1_04866	CDS	1707				hypothetical protein
GCF_000154045.1_ASM15404v1_04867	CDS	474				hypothetical protein
GCF_000154045.1_ASM15404v1_04868	CDS	1338	sasA_7	2.7.-.-		Adaptive-response sensory-kinase SasA
GCF_000154045.1_ASM15404v1_04869	CDS	1419	sdcS_3			Sodium-dependent dicarboxylate transporter SdcS
GCF_000154045.1_ASM15404v1_04870	CDS	477	yafP	2.3.1.-	COG0454	putative N-acetyltransferase YafP
GCF_000154045.1_ASM15404v1_04871	CDS	336				hypothetical protein
GCF_000154045.1_ASM15404v1_04872	CDS	603	cobC	3.1.3.73	COG0406	Adenosylcobalamin/alpha-ribazole phosphatase
GCF_000154045.1_ASM15404v1_04873	CDS	285				hypothetical protein
GCF_000154045.1_ASM15404v1_04874	CDS	366				hypothetical protein
GCF_000154045.1_ASM15404v1_04875	CDS	642	COQ3_2	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
GCF_000154045.1_ASM15404v1_04876	CDS	900				hypothetical protein
GCF_000154045.1_ASM15404v1_04877	CDS	852	pdxY_2	2.7.1.35	COG2240	Pyridoxal kinase PdxY
GCF_000154045.1_ASM15404v1_04878	CDS	1524	dapE_2	3.5.1.18		Succinyl-diaminopimelate desuccinylase
GCF_000154045.1_ASM15404v1_04879	CDS	2589	mscM		COG3264	Miniconductance mechanosensitive channel MscM
GCF_000154045.1_ASM15404v1_04880	CDS	600				hypothetical protein
GCF_000154045.1_ASM15404v1_04881	CDS	972				hypothetical protein
GCF_000154045.1_ASM15404v1_04882	CDS	807	mkl		COG1127	putative ribonucleotide transport ATP-binding protein mkl
GCF_000154045.1_ASM15404v1_04883	CDS	1074				hypothetical protein
GCF_000154045.1_ASM15404v1_04884	CDS	213				hypothetical protein
GCF_000154045.1_ASM15404v1_04885	CDS	864	aaeA_3		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
GCF_000154045.1_ASM15404v1_04886	CDS	1365	aaeB			p-hydroxybenzoic acid efflux pump subunit AaeB
GCF_000154045.1_ASM15404v1_04887	CDS	903				hypothetical protein
GCF_000154045.1_ASM15404v1_04888	CDS	1182				hypothetical protein
GCF_000154045.1_ASM15404v1_04889	CDS	1143				hypothetical protein
GCF_000154045.1_ASM15404v1_04890	tRNA	77				tRNA-Val(gac)
GCF_000154045.1_ASM15404v1_04891	tRNA	77				tRNA-Val(gac)
GCF_000154045.1_ASM15404v1_04892	CDS	339				hypothetical protein
GCF_000154045.1_ASM15404v1_04893	CDS	660				hypothetical protein
GCF_000154045.1_ASM15404v1_04894	CDS	669	nagL	5.2.1.4		Maleylpyruvate isomerase
GCF_000154045.1_ASM15404v1_04895	CDS	1038				hypothetical protein
GCF_000154045.1_ASM15404v1_04896	CDS	1131	hmgA	1.13.11.5		Homogentisate 1,2-dioxygenase
GCF_000154045.1_ASM15404v1_04897	CDS	1074	lly	1.13.11.27	COG3185	4-hydroxyphenylpyruvate dioxygenase
GCF_000154045.1_ASM15404v1_04898	CDS	1107	pepT_2	3.4.11.4	COG2195	Peptidase T
GCF_000154045.1_ASM15404v1_04899	CDS	1611	oppA_3		COG4166	Periplasmic oligopeptide-binding protein
GCF_000154045.1_ASM15404v1_04900	CDS	921	oppB_3		COG0601	Oligopeptide transport system permease protein OppB
GCF_000154045.1_ASM15404v1_04901	CDS	666	oppC_2		COG1173	Oligopeptide transport system permease protein OppC
GCF_000154045.1_ASM15404v1_04902	CDS	267	oppC_3		COG1173	Oligopeptide transport system permease protein OppC
GCF_000154045.1_ASM15404v1_04903	CDS	984	oppD_5		COG0444	Oligopeptide transport ATP-binding protein OppD
GCF_000154045.1_ASM15404v1_04904	CDS	981	oppF_6		COG4608	Oligopeptide transport ATP-binding protein OppF
GCF_000154045.1_ASM15404v1_04905	CDS	1797				hypothetical protein
GCF_000154045.1_ASM15404v1_04906	CDS	2445		3.4.24.3		Microbial collagenase
GCF_000154045.1_ASM15404v1_04907	CDS	450				hypothetical protein
GCF_000154045.1_ASM15404v1_04908	CDS	849	ydcV			Inner membrane ABC transporter permease protein YdcV
GCF_000154045.1_ASM15404v1_04909	CDS	1281				hypothetical protein
GCF_000154045.1_ASM15404v1_04910	CDS	1122	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
GCF_000154045.1_ASM15404v1_04911	CDS	915	dapAL	4.-.-.-		putative DapA-like lyase
GCF_000154045.1_ASM15404v1_04912	CDS	975	lhpI	1.5.1.49	COG2423	Delta(1)-pyrroline-2-carboxylate reductase
GCF_000154045.1_ASM15404v1_04913	CDS	1074				hypothetical protein
GCF_000154045.1_ASM15404v1_04914	CDS	1257	dadA1_4	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
GCF_000154045.1_ASM15404v1_04915	CDS	1002			COG3938	putative protein
GCF_000154045.1_ASM15404v1_04916	CDS	1527	aldH	1.2.1.4		NADP-dependent fatty aldehyde dehydrogenase
GCF_000154045.1_ASM15404v1_04917	CDS	675	rspR		COG1802	HTH-type transcriptional repressor RspR
GCF_000154045.1_ASM15404v1_04918	CDS	765				hypothetical protein
GCF_000154045.1_ASM15404v1_04919	CDS	1584				hypothetical protein
GCF_000154045.1_ASM15404v1_04920	CDS	411				hypothetical protein
GCF_000154045.1_ASM15404v1_04921	CDS	1128	rlmF_2	2.1.1.181	COG3129	Ribosomal RNA large subunit methyltransferase F
GCF_000154045.1_ASM15404v1_04922	CDS	516	ygjP	3.6.1.-	COG1451	UTP pyrophosphatase
GCF_000154045.1_ASM15404v1_04923	CDS	810				hypothetical protein
