locus_tag	ftype	length_bp	gene	EC_number	COG	product
GCF_000182345.1_ASM18234v1_03276	CDS	1638	ttrS_2	2.7.13.3	COG0642	Tetrathionate sensor histidine kinase TtrS
GCF_000182345.1_ASM18234v1_03277	CDS	597	ttrR_2		COG4566	Tetrathionate response regulatory protein TtrR
GCF_000182345.1_ASM18234v1_03278	CDS	447	hslJ		COG3187	Heat shock protein HslJ
GCF_000182345.1_ASM18234v1_03279	CDS	222				hypothetical protein
GCF_000182345.1_ASM18234v1_03280	CDS	1695	ushA_2		COG0737	Protein UshA
GCF_000182345.1_ASM18234v1_03281	CDS	708				hypothetical protein
GCF_000182345.1_ASM18234v1_03282	CDS	516				hypothetical protein
GCF_000182345.1_ASM18234v1_03283	CDS	279	rplY		COG1825	50S ribosomal protein L25
GCF_000182345.1_ASM18234v1_03284	CDS	1350	sasA_7	2.7.-.-		Adaptive-response sensory-kinase SasA
GCF_000182345.1_ASM18234v1_03285	CDS	660	mprA_1		COG0745	Response regulator MprA
GCF_000182345.1_ASM18234v1_03286	CDS	426				hypothetical protein
GCF_000182345.1_ASM18234v1_03287	CDS	1254		3.1.4.-	COG2206	Cyclic di-GMP phosphodiesterase
GCF_000182345.1_ASM18234v1_03288	CDS	408	ascG		COG1609	HTH-type transcriptional regulator AscG
GCF_000182345.1_ASM18234v1_03289	CDS	606	galR_2		COG1609	HTH-type transcriptional regulator GalR
GCF_000182345.1_ASM18234v1_03290	CDS	756	chbG	3.5.1.105	COG3394	Chitooligosaccharide deacetylase ChbG
GCF_000182345.1_ASM18234v1_03291	CDS	1323	licH_1	3.2.1.86	COG1486	putative 6-phospho-beta-glucosidase
GCF_000182345.1_ASM18234v1_03292	CDS	312	chbA		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
GCF_000182345.1_ASM18234v1_03293	CDS	1335	licC		COG1455	Lichenan permease IIC component
GCF_000182345.1_ASM18234v1_03294	CDS	306	celA	2.7.1.205		PTS system cellobiose-specific EIIB component
GCF_000182345.1_ASM18234v1_03295	CDS	1284	deaA	3.5.1.105		Chitin disaccharide deacetylase
GCF_000182345.1_ASM18234v1_03296	tRNA	85				tRNA-Leu(caa)
GCF_000182345.1_ASM18234v1_03297	CDS	666	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
GCF_000182345.1_ASM18234v1_03298	CDS	1269				hypothetical protein
GCF_000182345.1_ASM18234v1_03299	CDS	480				hypothetical protein
GCF_000182345.1_ASM18234v1_03300	CDS	1071	lptG		COG0795	Lipopolysaccharide export system permease protein LptG
GCF_000182345.1_ASM18234v1_03301	CDS	1101	lptF		COG0795	Lipopolysaccharide export system permease protein LptF
GCF_000182345.1_ASM18234v1_03302	CDS	1509	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
GCF_000182345.1_ASM18234v1_03303	CDS	450	holC	2.7.7.7	COG2927	DNA polymerase III subunit chi
GCF_000182345.1_ASM18234v1_03304	CDS	2859	valS	6.1.1.9	COG0525	Valine--tRNA ligase
GCF_000182345.1_ASM18234v1_03305	CDS	405				hypothetical protein
GCF_000182345.1_ASM18234v1_03306	CDS	906				hypothetical protein
GCF_000182345.1_ASM18234v1_03307	CDS	801				hypothetical protein
GCF_000182345.1_ASM18234v1_03308	CDS	414	rraB		COG3076	Regulator of ribonuclease activity B
GCF_000182345.1_ASM18234v1_03309	CDS	1224	arcA_2	3.5.3.6	COG2235	Arginine deiminase
GCF_000182345.1_ASM18234v1_03310	CDS	1005	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
GCF_000182345.1_ASM18234v1_03311	CDS	96				hypothetical protein
GCF_000182345.1_ASM18234v1_03312	CDS	993	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase
GCF_000182345.1_ASM18234v1_03313	CDS	462	pyrI		COG1781	Aspartate carbamoyltransferase regulatory chain
GCF_000182345.1_ASM18234v1_03314	CDS	390	ridA_2	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
GCF_000182345.1_ASM18234v1_03315	CDS	726	plsC	2.3.1.51	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
GCF_000182345.1_ASM18234v1_03316	CDS	1257	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
GCF_000182345.1_ASM18234v1_03317	CDS	255	ibaG		COG5007	Acid stress protein IbaG
GCF_000182345.1_ASM18234v1_03318	CDS	321				hypothetical protein
GCF_000182345.1_ASM18234v1_03319	CDS	639	mlaC		COG2854	Intermembrane phospholipid transport system binding protein MlaC
GCF_000182345.1_ASM18234v1_03320	CDS	489	mlaD		COG1463	Intermembrane phospholipid transport system binding protein MlaD
GCF_000182345.1_ASM18234v1_03321	CDS	792	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
GCF_000182345.1_ASM18234v1_03322	CDS	804	mlaF	3.6.3.-	COG1127	Intermembrane phospholipid transport system ATP-binding protein MlaF
GCF_000182345.1_ASM18234v1_03323	CDS	966	yrbG		COG0530	Inner membrane protein YrbG
GCF_000182345.1_ASM18234v1_03324	CDS	972	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
GCF_000182345.1_ASM18234v1_03325	CDS	564	lptC		COG3117	Lipopolysaccharide export system protein LptC
GCF_000182345.1_ASM18234v1_03326	CDS	495	lptA		COG1934	Lipopolysaccharide export system protein LptA
GCF_000182345.1_ASM18234v1_03327	CDS	726	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
GCF_000182345.1_ASM18234v1_03328	CDS	1467	rpoN		COG1508	RNA polymerase sigma-54 factor
GCF_000182345.1_ASM18234v1_03329	CDS	288	hpf		COG1544	Ribosome hibernation promoting factor
GCF_000182345.1_ASM18234v1_03330	CDS	447	ptsN		COG1762	Nitrogen regulatory protein
GCF_000182345.1_ASM18234v1_03331	CDS	864	rapZ		COG1660	RNase adapter protein RapZ
GCF_000182345.1_ASM18234v1_03332	CDS	276	ptsO		COG1925	Phosphocarrier protein NPr
GCF_000182345.1_ASM18234v1_03333	CDS	1356	mgtE_1		COG2239	Magnesium transporter MgtE
GCF_000182345.1_ASM18234v1_03334	CDS	1344	pmbA_2	3.4.-.-	COG0312	Metalloprotease PmbA
GCF_000182345.1_ASM18234v1_03335	CDS	528				hypothetical protein
GCF_000182345.1_ASM18234v1_03336	CDS	963		1.-.-.-	COG1052	Putative 2-hydroxyacid dehydrogenase
GCF_000182345.1_ASM18234v1_03337	CDS	753	rluA	5.4.99.28	COG0564	Dual-specificity RNA pseudouridine synthase RluA
GCF_000182345.1_ASM18234v1_03338	CDS	1266				hypothetical protein
GCF_000182345.1_ASM18234v1_03339	CDS	2910	rapA	3.6.4.-	COG0553	RNA polymerase-associated protein RapA
GCF_000182345.1_ASM18234v1_03340	CDS	1377				hypothetical protein
GCF_000182345.1_ASM18234v1_03341	CDS	1446	tldD_2	3.4.-.-	COG0312	Metalloprotease TldD
GCF_000182345.1_ASM18234v1_03342	CDS	822	nit1	3.5.1.128		Deaminated glutathione amidase
GCF_000182345.1_ASM18234v1_03343	CDS	3879				hypothetical protein
GCF_000182345.1_ASM18234v1_03344	CDS	1470	rng	3.1.26.-	COG1530	Ribonuclease G
GCF_000182345.1_ASM18234v1_03345	CDS	570	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
GCF_000182345.1_ASM18234v1_03346	CDS	489	mreD		COG2891	Rod shape-determining protein MreD
GCF_000182345.1_ASM18234v1_03347	CDS	897	mreC		COG1792	Cell shape-determining protein MreC
GCF_000182345.1_ASM18234v1_03348	CDS	174	mreB		COG1077	Cell shape-determining protein MreB
GCF_000182345.1_ASM18234v1_03349	CDS	144				hypothetical protein
GCF_000182345.1_ASM18234v1_03350	CDS	207				hypothetical protein
GCF_000182345.1_ASM18234v1_03351	CDS	387				hypothetical protein
GCF_000182345.1_ASM18234v1_03352	CDS	495				hypothetical protein
GCF_000182345.1_ASM18234v1_03353	CDS	717				hypothetical protein
GCF_000182345.1_ASM18234v1_03354	CDS	249	rpsM		COG0099	30S ribosomal protein S13
GCF_000182345.1_ASM18234v1_03355	CDS	390	rpsK		COG0100	30S ribosomal protein S11
GCF_000182345.1_ASM18234v1_03356	CDS	621	rpsD		COG0522	30S ribosomal protein S4
GCF_000182345.1_ASM18234v1_03357	CDS	957	rpoA	2.7.7.6		DNA-directed RNA polymerase subunit alpha
GCF_000182345.1_ASM18234v1_03358	CDS	1692	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
GCF_000182345.1_ASM18234v1_03359	CDS	855	menH_3	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
GCF_000182345.1_ASM18234v1_03360	CDS	558				hypothetical protein
GCF_000182345.1_ASM18234v1_03361	CDS	306				hypothetical protein
GCF_000182345.1_ASM18234v1_03362	CDS	702	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
GCF_000182345.1_ASM18234v1_03363	CDS	1920	yoaA	3.6.4.12	COG1199	putative ATP-dependent DNA helicase YoaA
GCF_000182345.1_ASM18234v1_03364	CDS	834	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
GCF_000182345.1_ASM18234v1_03365	CDS	600	yecM		COG3102	Protein YecM
GCF_000182345.1_ASM18234v1_03366	CDS	1734	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
GCF_000182345.1_ASM18234v1_03367	CDS	429				hypothetical protein
GCF_000182345.1_ASM18234v1_03368	CDS	231				hypothetical protein
GCF_000182345.1_ASM18234v1_03369	CDS	2277	feoB		COG0370	Fe(2+) transporter FeoB
GCF_000182345.1_ASM18234v1_03370	CDS	228				hypothetical protein
GCF_000182345.1_ASM18234v1_03371	CDS	3372	rhaR_6			HTH-type transcriptional activator RhaR
GCF_000182345.1_ASM18234v1_03372	CDS	846	znuA		COG4531	High-affinity zinc uptake system protein ZnuA
GCF_000182345.1_ASM18234v1_03373	CDS	789	znuC	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
GCF_000182345.1_ASM18234v1_03374	CDS	786	znuB_2		COG1108	High-affinity zinc uptake system membrane protein ZnuB
GCF_000182345.1_ASM18234v1_03375	CDS	873	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
GCF_000182345.1_ASM18234v1_03376	CDS	1167	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
GCF_000182345.1_ASM18234v1_03377	CDS	1206	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
GCF_000182345.1_ASM18234v1_03378	CDS	2826	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
GCF_000182345.1_ASM18234v1_03379	CDS	711	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
GCF_000182345.1_ASM18234v1_03380	CDS	1767	sdhA	1.3.5.1		Succinate dehydrogenase flavoprotein subunit
GCF_000182345.1_ASM18234v1_03381	CDS	345	sdhD		COG2142	Succinate dehydrogenase hydrophobic membrane anchor subunit
GCF_000182345.1_ASM18234v1_03382	CDS	393	sdhC		COG2009	Succinate dehydrogenase cytochrome b556 subunit
GCF_000182345.1_ASM18234v1_03383	CDS	1290	gltA	2.3.3.16	COG0372	Citrate synthase
GCF_000182345.1_ASM18234v1_03384	CDS	759			COG0327	GTP cyclohydrolase 1 type 2 
GCF_000182345.1_ASM18234v1_03385	CDS	771				hypothetical protein
GCF_000182345.1_ASM18234v1_03386	CDS	1647	pgm_2	5.4.2.2	COG0033	Phosphoglucomutase
GCF_000182345.1_ASM18234v1_03387	CDS	330	seqA		COG3057	Negative modulator of initiation of replication
GCF_000182345.1_ASM18234v1_03388	CDS	1200	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
GCF_000182345.1_ASM18234v1_03389	CDS	591	slmA		COG1309	Nucleoid occlusion factor SlmA
GCF_000182345.1_ASM18234v1_03390	CDS	951	lpxL_1	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
GCF_000182345.1_ASM18234v1_03391	CDS	642	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
GCF_000182345.1_ASM18234v1_03392	CDS	717	rph	2.7.7.56		Ribonuclease PH
GCF_000182345.1_ASM18234v1_03393	CDS	867				hypothetical protein
GCF_000182345.1_ASM18234v1_03394	CDS	426				hypothetical protein
GCF_000182345.1_ASM18234v1_03395	CDS	840	oppF_4		COG4608	Oligopeptide transport ATP-binding protein OppF
GCF_000182345.1_ASM18234v1_03396	CDS	858	oppD_4		COG0444	Oligopeptide transport ATP-binding protein OppD
GCF_000182345.1_ASM18234v1_03397	CDS	1827				hypothetical protein
GCF_000182345.1_ASM18234v1_03398	CDS	1044	yejE		COG4239	Inner membrane ABC transporter permease protein YejE
GCF_000182345.1_ASM18234v1_03399	CDS	1026	yejB		COG4174	Inner membrane ABC transporter permease protein YejB
GCF_000182345.1_ASM18234v1_03400	CDS	2601	btuB_3			Vitamin B12 transporter BtuB
GCF_000182345.1_ASM18234v1_03401	CDS	765				hypothetical protein
GCF_000182345.1_ASM18234v1_03402	CDS	1362	tolQ_4			Tol-Pal system protein TolQ
GCF_000182345.1_ASM18234v1_03403	CDS	528				hypothetical protein
GCF_000182345.1_ASM18234v1_03404	CDS	408	tolR_4			Tol-Pal system protein TolR
GCF_000182345.1_ASM18234v1_03405	CDS	633				hypothetical protein
GCF_000182345.1_ASM18234v1_03406	CDS	1215				hypothetical protein
GCF_000182345.1_ASM18234v1_03407	CDS	624	gmk	2.7.4.8	COG0194	Guanylate kinase
GCF_000182345.1_ASM18234v1_03408	CDS	273	rpoZ	2.7.7.6	COG1758	DNA-directed RNA polymerase subunit omega
GCF_000182345.1_ASM18234v1_03409	CDS	2121	spoT	3.1.7.2	COG0317	Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
GCF_000182345.1_ASM18234v1_03410	CDS	684	trmH	2.1.1.34	COG0566	tRNA (guanosine(18)-2'-O)-methyltransferase
GCF_000182345.1_ASM18234v1_03411	CDS	2082	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
GCF_000182345.1_ASM18234v1_03412	CDS	1392	xanP		COG2233	Xanthine permease XanP
GCF_000182345.1_ASM18234v1_03413	CDS	1293	envZ	2.7.13.3		Osmolarity sensor protein EnvZ
GCF_000182345.1_ASM18234v1_03414	CDS	720	ompR_1			Transcriptional regulatory protein OmpR
GCF_000182345.1_ASM18234v1_03415	CDS	393	yqjC			Protein YqjC
GCF_000182345.1_ASM18234v1_03416	CDS	492	greB		COG0782	Transcription elongation factor GreB
GCF_000182345.1_ASM18234v1_03417	CDS	1881				hypothetical protein
GCF_000182345.1_ASM18234v1_03418	CDS	2322	yhgF		COG2183	Protein YhgF
GCF_000182345.1_ASM18234v1_03419	CDS	465				hypothetical protein
GCF_000182345.1_ASM18234v1_03420	CDS	786	bioH	3.1.1.85	COG0596	Pimeloyl-[acyl-carrier protein] methyl ester esterase
GCF_000182345.1_ASM18234v1_03421	CDS	726				hypothetical protein
GCF_000182345.1_ASM18234v1_03422	CDS	585	nfuA		COG0316	Fe/S biogenesis protein NfuA
GCF_000182345.1_ASM18234v1_03423	CDS	570	nudE	3.6.1.-	COG0494	ADP compounds hydrolase NudE
GCF_000182345.1_ASM18234v1_03424	CDS	828	cysQ	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
GCF_000182345.1_ASM18234v1_03425	CDS	762	outN			Type II secretion system protein N
GCF_000182345.1_ASM18234v1_03426	CDS	492	epsM_2		COG3149	Type II secretion system protein M
GCF_000182345.1_ASM18234v1_03427	CDS	1203	epsL_2		COG3297	Type II secretion system protein L
GCF_000182345.1_ASM18234v1_03428	CDS	1011	gspK_2		COG3156	Putative type II secretion system protein K
GCF_000182345.1_ASM18234v1_03429	CDS	684	xcpW		COG4795	Type II secretion system protein J
GCF_000182345.1_ASM18234v1_03430	CDS	390	xcpV		COG2165	Type II secretion system protein I
GCF_000182345.1_ASM18234v1_03431	CDS	606	epsH			Type II secretion system protein H
GCF_000182345.1_ASM18234v1_03432	CDS	444	epsG		COG2165	Type II secretion system protein G
GCF_000182345.1_ASM18234v1_03433	CDS	1218	epsF_3		COG1459	Type II secretion system protein F
GCF_000182345.1_ASM18234v1_03434	CDS	1503	epsE_2		COG2804	Type II secretion system protein E
GCF_000182345.1_ASM18234v1_03435	CDS	2028	epsD			Secretin GspD
GCF_000182345.1_ASM18234v1_03436	CDS	924	epsC		COG3031	Type II secretion system protein C
GCF_000182345.1_ASM18234v1_03437	CDS	387	hslR		COG1188	Heat shock protein 15
GCF_000182345.1_ASM18234v1_03438	CDS	876	hslO		COG1281	33 kDa chaperonin
GCF_000182345.1_ASM18234v1_03439	CDS	1629	pckA	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
GCF_000182345.1_ASM18234v1_03440	CDS	2055				hypothetical protein
GCF_000182345.1_ASM18234v1_03441	CDS	918				hypothetical protein
GCF_000182345.1_ASM18234v1_03442	CDS	435	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
GCF_000182345.1_ASM18234v1_03443	CDS	945				hypothetical protein
GCF_000182345.1_ASM18234v1_03444	CDS	642				hypothetical protein
GCF_000182345.1_ASM18234v1_03445	CDS	543				hypothetical protein
GCF_000182345.1_ASM18234v1_03446	CDS	1830	typA		COG1217	GTP-binding protein TypA/BipA
GCF_000182345.1_ASM18234v1_03447	CDS	1410	glnA	6.3.1.2	COG0174	Glutamine synthetase
GCF_000182345.1_ASM18234v1_03448	CDS	582				hypothetical protein
GCF_000182345.1_ASM18234v1_03449	CDS	1047	glnL	2.7.13.3	COG3852	Sensory histidine kinase/phosphatase NtrB
GCF_000182345.1_ASM18234v1_03450	CDS	1404	glnG		COG2204	DNA-binding transcriptional regulator NtrC
GCF_000182345.1_ASM18234v1_03451	CDS	2547				hypothetical protein
GCF_000182345.1_ASM18234v1_03452	CDS	1005	add	3.5.4.4	COG1816	Adenosine deaminase
GCF_000182345.1_ASM18234v1_03453	CDS	1392	hemN	1.3.98.3	COG0635	Oxygen-independent coproporphyrinogen III oxidase
GCF_000182345.1_ASM18234v1_03454	CDS	489				hypothetical protein
GCF_000182345.1_ASM18234v1_03455	CDS	543	yihI			Der GTPase-activating protein YihI
GCF_000182345.1_ASM18234v1_03456	CDS	639				hypothetical protein
GCF_000182345.1_ASM18234v1_03457	CDS	618	cc4		COG2863	Cytochrome c4
GCF_000182345.1_ASM18234v1_03458	CDS	660	engB		COG0218	putative GTP-binding protein EngB
GCF_000182345.1_ASM18234v1_03459	CDS	2796	polA	2.7.7.7	COG0258	DNA polymerase I
GCF_000182345.1_ASM18234v1_03460	CDS	99				hypothetical protein
GCF_000182345.1_ASM18234v1_03461	CDS	435				hypothetical protein
GCF_000182345.1_ASM18234v1_03462	CDS	1062	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
GCF_000182345.1_ASM18234v1_03463	CDS	762	dtd3	3.1.1.96		D-aminoacyl-tRNA deacylase
GCF_000182345.1_ASM18234v1_03464	CDS	135				hypothetical protein
GCF_000182345.1_ASM18234v1_03465	CDS	741	tatC		COG0805	Sec-independent protein translocase protein TatC
GCF_000182345.1_ASM18234v1_03466	CDS	399	tatB		COG1826	Sec-independent protein translocase protein TatB
GCF_000182345.1_ASM18234v1_03467	CDS	246	tatA		COG1826	Sec-independent protein translocase protein TatA
GCF_000182345.1_ASM18234v1_03468	CDS	1635	ubiB_1	2.7.-.-	COG0661	putative protein kinase UbiB
GCF_000182345.1_ASM18234v1_03469	CDS	636	ubiJ_2		COG3165	Ubiquinone biosynthesis accessory factor UbiJ
GCF_000182345.1_ASM18234v1_03470	CDS	780	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
GCF_000182345.1_ASM18234v1_03471	CDS	1545				hypothetical protein
GCF_000182345.1_ASM18234v1_03472	CDS	909				hypothetical protein
GCF_000182345.1_ASM18234v1_03473	CDS	2436				hypothetical protein
GCF_000182345.1_ASM18234v1_03474	CDS	1029	tqsA		COG0628	AI-2 transport protein TqsA
GCF_000182345.1_ASM18234v1_03475	CDS	351				hypothetical protein
GCF_000182345.1_ASM18234v1_03476	CDS	513				hypothetical protein
GCF_000182345.1_ASM18234v1_03477	CDS	249				hypothetical protein
GCF_000182345.1_ASM18234v1_03478	CDS	432				hypothetical protein
GCF_000182345.1_ASM18234v1_03479	CDS	399				hypothetical protein
GCF_000182345.1_ASM18234v1_03480	CDS	1638	yegS_1	2.7.1.-		lipid kinase YegS
GCF_000182345.1_ASM18234v1_03481	CDS	432				hypothetical protein
GCF_000182345.1_ASM18234v1_03482	CDS	198				hypothetical protein
GCF_000182345.1_ASM18234v1_03483	CDS	177				hypothetical protein
GCF_000182345.1_ASM18234v1_03484	CDS	552				hypothetical protein
GCF_000182345.1_ASM18234v1_03485	CDS	1344	zraR		COG2204	Transcriptional regulatory protein ZraR
GCF_000182345.1_ASM18234v1_03486	CDS	1194			COG2081	putative protein
GCF_000182345.1_ASM18234v1_03487	CDS	324	uspB			Universal stress protein B
GCF_000182345.1_ASM18234v1_03488	CDS	528	ftnA	1.16.3.2	COG1528	putative bacterial non-heme ferritin
GCF_000182345.1_ASM18234v1_03489	CDS	426	uspA_3		COG0589	Universal stress protein A
GCF_000182345.1_ASM18234v1_03490	CDS	879	bioP		COG0697	Biotin transporter
GCF_000182345.1_ASM18234v1_03491	CDS	573				hypothetical protein
GCF_000182345.1_ASM18234v1_03492	CDS	780	rsmJ	2.1.1.242		Ribosomal RNA small subunit methyltransferase J
GCF_000182345.1_ASM18234v1_03493	CDS	3141				hypothetical protein
GCF_000182345.1_ASM18234v1_03494	CDS	465	asnC		COG1522	Regulatory protein AsnC
GCF_000182345.1_ASM18234v1_03495	CDS	2043	prlC	3.4.24.70	COG0339	Oligopeptidase A
GCF_000182345.1_ASM18234v1_03496	CDS	840	rlmJ	2.1.1.266	COG2961	Ribosomal RNA large subunit methyltransferase J
GCF_000182345.1_ASM18234v1_03497	CDS	1356	gor	1.8.1.7	COG1249	Glutathione reductase
GCF_000182345.1_ASM18234v1_03498	CDS	906	benM			HTH-type transcriptional regulator BenM
GCF_000182345.1_ASM18234v1_03499	CDS	825	xapA	2.4.2.1	COG0005	Purine nucleoside phosphorylase 2
GCF_000182345.1_ASM18234v1_03500	CDS	612	eda_2		COG0800	Putative KHG/KDPG aldolase
GCF_000182345.1_ASM18234v1_03501	CDS	1377	ygbN		COG2610	Inner membrane permease YgbN
GCF_000182345.1_ASM18234v1_03502	CDS	525	gntK	2.7.1.12	COG3265	Thermoresistant gluconokinase
GCF_000182345.1_ASM18234v1_03503	CDS	1797	edd	4.2.1.12	COG0129	Phosphogluconate dehydratase
GCF_000182345.1_ASM18234v1_03504	CDS	330	mdtI		COG2076	Spermidine export protein MdtI
GCF_000182345.1_ASM18234v1_03505	CDS	405	mdtJ		COG2076	Spermidine export protein MdtJ
GCF_000182345.1_ASM18234v1_03506	CDS	936	yidZ_5			HTH-type transcriptional regulator YidZ
GCF_000182345.1_ASM18234v1_03507	CDS	1008	gntR_2			HTH-type transcriptional regulator GntR
GCF_000182345.1_ASM18234v1_03508	CDS	1353	pknD_3	2.7.11.1		Serine/threonine-protein kinase PknD
GCF_000182345.1_ASM18234v1_03509	CDS	1473				hypothetical protein
GCF_000182345.1_ASM18234v1_03510	CDS	573				hypothetical protein
GCF_000182345.1_ASM18234v1_03511	CDS	1575				hypothetical protein
GCF_000182345.1_ASM18234v1_03512	CDS	2322				hypothetical protein
GCF_000182345.1_ASM18234v1_03513	CDS	141				hypothetical protein
GCF_000182345.1_ASM18234v1_03514	CDS	1005				hypothetical protein
GCF_000182345.1_ASM18234v1_03515	CDS	957	dppC_2		COG1173	Dipeptide transport system permease protein DppC
GCF_000182345.1_ASM18234v1_03516	CDS	978	dppB		COG0601	Dipeptide transport system permease protein DppB
GCF_000182345.1_ASM18234v1_03517	CDS	1554	dppA		COG0747	Periplasmic dipeptide transport protein
GCF_000182345.1_ASM18234v1_03518	CDS	1716	gsiA	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
GCF_000182345.1_ASM18234v1_03519	CDS	279				hypothetical protein
GCF_000182345.1_ASM18234v1_03520	CDS	726	gph_4	3.1.3.18		Phosphoglycolate phosphatase
GCF_000182345.1_ASM18234v1_03521	tRNA	77				tRNA-Pro(tgg)
GCF_000182345.1_ASM18234v1_03522	tRNA	76				tRNA-His(gtg)
GCF_000182345.1_ASM18234v1_03523	tRNA	77				tRNA-Pro(tgg)
GCF_000182345.1_ASM18234v1_03524	tRNA	76				tRNA-His(gtg)
GCF_000182345.1_ASM18234v1_03525	tRNA	77				tRNA-Arg(ccg)
GCF_000182345.1_ASM18234v1_03526	CDS	423				hypothetical protein
GCF_000182345.1_ASM18234v1_03527	CDS	2016	rep_2	3.6.4.12	COG0210	ATP-dependent DNA helicase Rep
GCF_000182345.1_ASM18234v1_03528	CDS	582			COG1309	putative HTH-type transcriptional regulator
GCF_000182345.1_ASM18234v1_03529	CDS	1086	mdtA_3			Multidrug resistance protein MdtA
GCF_000182345.1_ASM18234v1_03530	CDS	3123	bepE_3			Efflux pump membrane transporter BepE
GCF_000182345.1_ASM18234v1_03531	CDS	252	ubiK		COG2960	Ubiquinone biosynthesis accessory factor UbiK
GCF_000182345.1_ASM18234v1_03532	CDS	1485	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
GCF_000182345.1_ASM18234v1_03533	CDS	891	gltC			HTH-type transcriptional regulator GltC
GCF_000182345.1_ASM18234v1_03534	rRNA	111				5S ribosomal RNA
GCF_000182345.1_ASM18234v1_03535	rRNA	2888				23S ribosomal RNA
GCF_000182345.1_ASM18234v1_03536	tRNA	76				tRNA-Val(tac)
GCF_000182345.1_ASM18234v1_03537	tRNA	76				tRNA-Lys(ttt)
GCF_000182345.1_ASM18234v1_03538	tRNA	76				tRNA-Glu(ttc)
GCF_000182345.1_ASM18234v1_03539	rRNA	1549				16S ribosomal RNA
GCF_000182345.1_ASM18234v1_03540	CDS	906	panC	6.3.2.1	COG0414	Pantothenate synthetase
GCF_000182345.1_ASM18234v1_03541	CDS	540	lpxL_2	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
GCF_000182345.1_ASM18234v1_03542	rRNA	111				5S ribosomal RNA
GCF_000182345.1_ASM18234v1_03543	tRNA	77				tRNA-Asp(gtc)
GCF_000182345.1_ASM18234v1_03544	tRNA	77				tRNA-Trp(cca)
GCF_000182345.1_ASM18234v1_03545	CDS	213				hypothetical protein
GCF_000182345.1_ASM18234v1_03546	CDS	990				hypothetical protein
GCF_000182345.1_ASM18234v1_03547	CDS	1566	ybiT_2		COG0488	putative ABC transporter ATP-binding protein YbiT
GCF_000182345.1_ASM18234v1_03548	CDS	1158	pbuE		COG2814	Purine efflux pump PbuE
GCF_000182345.1_ASM18234v1_03549	CDS	297	fis		COG2901	DNA-binding protein Fis
GCF_000182345.1_ASM18234v1_03550	CDS	1023	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
GCF_000182345.1_ASM18234v1_03551	CDS	888	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
GCF_000182345.1_ASM18234v1_03552	CDS	1344	accC	6.3.4.14	COG0439	Biotin carboxylase
GCF_000182345.1_ASM18234v1_03553	CDS	459	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
