#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Vibrio parahaemolyticus S157","Bacteria;Pseudomonadota;Gammaproteobacteria","S157","SAMN02339004","PRJNA215961","GCA_000489335.1","Contig",5.03799,45.3,,"AWHW01",606,4560,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/489/335/GCA_000489335.1_S157","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/489/335/GCF_000489335.1_S157"
"Vibrio parahaemolyticus S148","Bacteria;Pseudomonadota;Gammaproteobacteria","S148","SAMN02338996","PRJNA215961","GCA_000489495.1","Contig",5.02017,45.3,,"AWIE01",641,4584,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/489/495/GCA_000489495.1_S148","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/489/495/GCF_000489495.1_S148"
"Vibrio parahaemolyticus S090","Bacteria;Pseudomonadota;Gammaproteobacteria","S090","SAMN02338943","PRJNA215961","GCA_000490535.1","Contig",5.04087,45.3,,"AWKF01",734,4582,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/490/535/GCA_000490535.1_S090","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/490/535/GCF_000490535.1_S090"
"Vibrio parahaemolyticus S049","Bacteria;Pseudomonadota;Gammaproteobacteria","S049","SAMN02338910","PRJNA215961","GCA_000491195.1","Contig",5.22948,45,,"AWLM01",714,4750,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/491/195/GCA_000491195.1_S049","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/491/195/GCF_000491195.1_S049"
"Vibrio parahaemolyticus S079","Bacteria;Pseudomonadota;Gammaproteobacteria","S079","SAMN02338936","PRJNA215961","GCA_000490675.1","Contig",5.1134,45.2,,"AWKM01",664,4612,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/490/675/GCA_000490675.1_S079","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/490/675/GCF_000490675.1_S079"
"Vibrio parahaemolyticus S112","Bacteria;Pseudomonadota;Gammaproteobacteria","S112","SAMN02338961","PRJNA215961","GCA_000490195.1","Contig",5.03323,45.3,,"AWJN01",683,4522,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/490/195/GCA_000490195.1_S112","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/490/195/GCF_000490195.1_S112"
"Vibrio parahaemolyticus S066","Bacteria;Pseudomonadota;Gammaproteobacteria","S066","SAMN02338923","PRJNA215961","GCA_000490935.1","Contig",5.05788,45.3,,"AWKZ01",626,4556,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/490/935/GCA_000490935.1_S066","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/490/935/GCF_000490935.1_S066"
"Vibrio parahaemolyticus S111","Bacteria;Pseudomonadota;Gammaproteobacteria","S111","SAMN02338960","PRJNA215961","GCA_000490215.1","Contig",5.1406,45.2,,"AWJO01",667,4625,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/490/215/GCA_000490215.1_S111","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/490/215/GCF_000490215.1_S111"
"Vibrio parahaemolyticus S016","Bacteria;Pseudomonadota;Gammaproteobacteria","S016","SAMN02338877","PRJNA215961","GCA_000491855.1","Contig",5.10543,45.2,,"AWMT01",595,4604,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/491/855/GCA_000491855.1_S016","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/491/855/GCF_000491855.1_S016"
"Vibrio parahaemolyticus S154","Bacteria;Pseudomonadota;Gammaproteobacteria","S154","SAMN02339001","PRJNA215961","GCA_000489395.1","Contig",5.02297,45.4,,"AWHZ01",687,4605,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/489/395/GCA_000489395.1_S154","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/489/395/GCF_000489395.1_S154"
"Vibrio parahaemolyticus S106","Bacteria;Pseudomonadota;Gammaproteobacteria","S106","SAMN02338956","PRJNA215961","GCA_000490295.1","Contig",5.07208,45.3,,"AWJS01",609,4606,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/490/295/GCA_000490295.1_S106","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/490/295/GCF_000490295.1_S106"
"Vibrio parahaemolyticus S137","Bacteria;Pseudomonadota;Gammaproteobacteria","S137","SAMN02338985","PRJNA215961","GCA_000489715.1","Contig",5.01562,45.3,,"AWIP01",708,4578,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/489/715/GCA_000489715.1_S137","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/489/715/GCF_000489715.1_S137"
"Vibrio parahaemolyticus S108","Bacteria;Pseudomonadota;Gammaproteobacteria","S108","SAMN02338957","PRJNA215961","GCA_000490275.1","Contig",5.075,45.3,,"AWJR01",674,4621,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/490/275/GCA_000490275.1_S108","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/490/275/GCF_000490275.1_S108"
"Vibrio parahaemolyticus S023","Bacteria;Pseudomonadota;Gammaproteobacteria","S023","SAMN02338884","PRJNA215961","GCA_000491715.1","Contig",5.12333,45.2,,"AWMM01",685,4654,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/491/715/GCA_000491715.1_S023","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/491/715/GCF_000491715.1_S023"
"Vibrio parahaemolyticus S114","Bacteria;Pseudomonadota;Gammaproteobacteria","S114","SAMN02338963","PRJNA215961","GCA_000490155.1","Contig",5.20743,45.1,,"AWJL01",698,4697,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/490/155/GCA_000490155.1_S114","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/490/155/GCF_000490155.1_S114"
"Vibrio parahaemolyticus S018","Bacteria;Pseudomonadota;Gammaproteobacteria","S018","SAMN02338879","PRJNA215961","GCA_000491815.1","Contig",5.15893,45.2,,"AWMR01",729,4677,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/491/815/GCA_000491815.1_S018","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/491/815/GCF_000491815.1_S018"
"Vibrio parahaemolyticus S152","Bacteria;Pseudomonadota;Gammaproteobacteria","S152","SAMN02338999","PRJNA215961","GCA_000489435.1","Contig",5.00908,45.4,,"AWIB01",588,4524,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/489/435/GCA_000489435.1_S152","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/489/435/GCF_000489435.1_S152"
"Vibrio parahaemolyticus S070","Bacteria;Pseudomonadota;Gammaproteobacteria","S070","SAMN02338927","PRJNA215961","GCA_000490855.1","Contig",5.05213,45.3,,"AWKV01",630,4530,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/490/855/GCA_000490855.1_S070","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/490/855/GCF_000490855.1_S070"
"Vibrio parahaemolyticus S113","Bacteria;Pseudomonadota;Gammaproteobacteria","S113","SAMN02338962","PRJNA215961","GCA_000490175.1","Contig",5.13699,45.2,,"AWJM01",829,4732,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/490/175/GCA_000490175.1_S113","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/490/175/GCF_000490175.1_S113"
"Vibrio parahaemolyticus S041","Bacteria;Pseudomonadota;Gammaproteobacteria","S041","SAMN02338902","PRJNA215961","GCA_000491355.1","Contig",5.0908,45.3,,"AWLU01",710,4652,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/491/355/GCA_000491355.1_S041","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/491/355/GCF_000491355.1_S041"
"Vibrio parahaemolyticus S064","Bacteria;Pseudomonadota;Gammaproteobacteria","S064","SAMN02338921","PRJNA215961","GCA_000490975.1","Contig",5.0666,45.3,,"AWLB01",677,4546,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/490/975/GCA_000490975.1_S064","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/490/975/GCF_000490975.1_S064"
"Vibrio parahaemolyticus S091","Bacteria;Pseudomonadota;Gammaproteobacteria","S091","SAMN02338944","PRJNA215961","GCA_000490515.1","Contig",5.13859,45.3,,"AWKE01",753,4756,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/490/515/GCA_000490515.1_S091","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/490/515/GCF_000490515.1_S091"
"Vibrio parahaemolyticus S043","Bacteria;Pseudomonadota;Gammaproteobacteria","S043","SAMN02338904","PRJNA215961","GCA_000491315.1","Contig",5.0976,45.2,,"AWLS01",725,4611,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/491/315/GCA_000491315.1_S043","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/491/315/GCF_000491315.1_S043"
"Vibrio parahaemolyticus S054","Bacteria;Pseudomonadota;Gammaproteobacteria","S054","SAMN02338913","PRJNA215961","GCA_000491135.1","Contig",5.18095,45.2,,"AWLJ01",684,4800,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/491/135/GCA_000491135.1_S054","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/491/135/GCF_000491135.1_S054"
"Vibrio parahaemolyticus S105","Bacteria;Pseudomonadota;Gammaproteobacteria","S105","SAMN02338955","PRJNA215961","GCA_000490315.1","Contig",5.12542,45.1,,"AWJT01",791,4736,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/490/315/GCA_000490315.1_S105","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/490/315/GCF_000490315.1_S105"
"Vibrio parahaemolyticus S110","Bacteria;Pseudomonadota;Gammaproteobacteria","S110","SAMN02338959","PRJNA215961","GCA_000490235.1","Contig",5.11745,45.2,,"AWJP01",667,4596,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/490/235/GCA_000490235.1_S110","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/490/235/GCF_000490235.1_S110"
"Vibrio parahaemolyticus VPTS-2010","Bacteria;Pseudomonadota;Gammaproteobacteria","VPTS-2010","SAMN01924114","PRJNA176657","GCA_000593345.2","Scaffold",5.29646,45,,"JDFN01",75,4766,"2014-03-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/593/345/GCA_000593345.2_vpVPTS2010","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/593/345/GCF_000593345.2_vpVPTS2010"
"Vibrio parahaemolyticus S074","Bacteria;Pseudomonadota;Gammaproteobacteria","S074","SAMN02338931","PRJNA215961","GCA_000490775.1","Contig",5.13881,45.1,,"AWKR01",689,4626,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/490/775/GCA_000490775.1_S074","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/490/775/GCF_000490775.1_S074"
"Vibrio parahaemolyticus S104","Bacteria;Pseudomonadota;Gammaproteobacteria","S104","SAMN02338954","PRJNA215961","GCA_000490335.1","Contig",5.17453,45.2,,"AWJU01",719,4697,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/490/335/GCA_000490335.1_S104","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/490/335/GCF_000490335.1_S104"
"Vibrio parahaemolyticus S004","Bacteria;Pseudomonadota;Gammaproteobacteria","S004","SAMN02338868","PRJNA215961","GCA_000492035.1","Contig",5.01047,45.3,,"AWNC01",704,4544,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/492/035/GCA_000492035.1_S004","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/492/035/GCF_000492035.1_S004"
"Vibrio parahaemolyticus S075","Bacteria;Pseudomonadota;Gammaproteobacteria","S075","SAMN02338932","PRJNA215961","GCA_000490755.1","Contig",5.11421,45.3,,"AWKQ01",721,4611,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/490/755/GCA_000490755.1_S075","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/490/755/GCF_000490755.1_S075"
"Vibrio parahaemolyticus S060","Bacteria;Pseudomonadota;Gammaproteobacteria","S060","SAMN02338918","PRJNA215961","GCA_000491035.1","Contig",4.93672,45.4,,"AWLE01",734,4514,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/491/035/GCA_000491035.1_S060","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/491/035/GCF_000491035.1_S060"
"Vibrio parahaemolyticus S042","Bacteria;Pseudomonadota;Gammaproteobacteria","S042","SAMN02338903","PRJNA215961","GCA_000491335.1","Contig",5.11565,45.3,,"AWLT01",735,4706,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/491/335/GCA_000491335.1_S042","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/491/335/GCF_000491335.1_S042"
"Vibrio parahaemolyticus S032","Bacteria;Pseudomonadota;Gammaproteobacteria","S032","SAMN02338893","PRJNA215961","GCA_000491535.1","Contig",5.11799,45.2,,"AWMD01",767,4623,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/491/535/GCA_000491535.1_S032","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/491/535/GCF_000491535.1_S032"
"Vibrio parahaemolyticus S053","Bacteria;Pseudomonadota;Gammaproteobacteria","S053","SAMN02338912","PRJNA215961","GCA_000491155.1","Contig",5.00532,45.4,,"AWLK01",790,4592,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/491/155/GCA_000491155.1_S053","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/491/155/GCF_000491155.1_S053"
"Vibrio parahaemolyticus S044","Bacteria;Pseudomonadota;Gammaproteobacteria","S044","SAMN02338905","PRJNA215961","GCA_000491295.1","Contig",5.04667,45.3,,"AWLR01",756,4582,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/491/295/GCA_000491295.1_S044","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/491/295/GCF_000491295.1_S044"
"Vibrio parahaemolyticus VP2007-007","Bacteria;Pseudomonadota;Gammaproteobacteria","VP2007-007","SAMN01923803","PRJNA176626","GCA_000558925.2","Scaffold",5.12245,45.1,,"JALI01",86,4663,"2014-02-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/558/925/GCA_000558925.2_vpVP2007007","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/558/925/GCF_000558925.2_vpVP2007007"
"Vibrio parahaemolyticus EKP-021","Bacteria;Pseudomonadota;Gammaproteobacteria","EKP-021","SAMN01923802","PRJNA176651","GCA_000571915.2","Scaffold",5.22344,45.2,,"AZNA01",91,4703,"2014-02-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/571/915/GCA_000571915.2_vpEKP021","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/571/915/GCF_000571915.2_vpEKP021"
"Vibrio parahaemolyticus S120","Bacteria;Pseudomonadota;Gammaproteobacteria","S120","SAMN02338969","PRJNA215961","GCA_000490035.1","Contig",5.14683,45.3,,"AWJF01",782,4694,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/490/035/GCA_000490035.1_S120","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/490/035/GCF_000490035.1_S120"
"Vibrio parahaemolyticus S119","Bacteria;Pseudomonadota;Gammaproteobacteria","S119","SAMN02338968","PRJNA215961","GCA_000490055.1","Contig",5.19793,45.1,,"AWJG01",718,4678,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/490/055/GCA_000490055.1_S119","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/490/055/GCF_000490055.1_S119"
"Vibrio parahaemolyticus S039","Bacteria;Pseudomonadota;Gammaproteobacteria","S039","SAMN02338900","PRJNA215961","GCA_000491395.1","Contig",5.02552,45.2,,"AWLW01",795,4624,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/491/395/GCA_000491395.1_S039","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/491/395/GCF_000491395.1_S039"
"Vibrio parahaemolyticus S122","Bacteria;Pseudomonadota;Gammaproteobacteria","S122","SAMN02338971","PRJNA215961","GCA_000489995.1","Contig",5.08774,45.3,,"AWJD01",738,4586,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/489/995/GCA_000489995.1_S122","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/489/995/GCF_000489995.1_S122"
"Vibrio parahaemolyticus S118","Bacteria;Pseudomonadota;Gammaproteobacteria","S118","SAMN02338967","PRJNA215961","GCA_000490075.1","Contig",5.13468,45.1,,"AWJH01",722,4630,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/490/075/GCA_000490075.1_S118","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/490/075/GCF_000490075.1_S118"
"Vibrio parahaemolyticus S124","Bacteria;Pseudomonadota;Gammaproteobacteria","S124","SAMN02338973","PRJNA215961","GCA_000489955.1","Contig",5.1398,45.2,,"AWJB01",697,4620,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/489/955/GCA_000489955.1_S124","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/489/955/GCF_000489955.1_S124"
"Vibrio parahaemolyticus VPTS-2010_2","Bacteria;Pseudomonadota;Gammaproteobacteria","VPTS-2010_2","SAMN01940373","PRJNA176655","GCA_000593365.2","Scaffold",5.07487,45.3,,"JDFO01",95,4600,"2014-03-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/593/365/GCA_000593365.2_vpVPTS20102","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/593/365/GCF_000593365.2_vpVPTS20102"
"Vibrio parahaemolyticus S117","Bacteria;Pseudomonadota;Gammaproteobacteria","S117","SAMN02338966","PRJNA215961","GCA_000490095.1","Contig",5.06444,45.3,,"AWJI01",773,4579,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/490/095/GCA_000490095.1_S117","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/490/095/GCF_000490095.1_S117"
"Vibrio parahaemolyticus S056","Bacteria;Pseudomonadota;Gammaproteobacteria","S056","SAMN02338915","PRJNA215961","GCA_000491095.1","Contig",5.26493,45.2,,"AWLH01",865,4984,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/491/095/GCA_000491095.1_S056","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/491/095/GCF_000491095.1_S056"
"Vibrio parahaemolyticus S037","Bacteria;Pseudomonadota;Gammaproteobacteria","S037","SAMN02338898","PRJNA215961","GCA_000491435.1","Contig",5.06213,45.3,,"AWLY01",797,4701,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/491/435/GCA_000491435.1_S037","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/491/435/GCF_000491435.1_S037"
"Vibrio parahaemolyticus S121","Bacteria;Pseudomonadota;Gammaproteobacteria","S121","SAMN02338970","PRJNA215961","GCA_000490015.1","Contig",5.05426,45.2,,"AWJE01",722,4565,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/490/015/GCA_000490015.1_S121","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/490/015/GCF_000490015.1_S121"
"Vibrio parahaemolyticus S123","Bacteria;Pseudomonadota;Gammaproteobacteria","S123","SAMN02338972","PRJNA215961","GCA_000489975.1","Contig",5.07088,45.3,,"AWJC01",748,4594,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/489/975/GCA_000489975.1_S123","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/489/975/GCF_000489975.1_S123"
"Vibrio parahaemolyticus S116","Bacteria;Pseudomonadota;Gammaproteobacteria","S116","SAMN02338965","PRJNA215961","GCA_000490115.1","Contig",5.08186,45.2,,"AWJJ01",777,4594,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/490/115/GCA_000490115.1_S116","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/490/115/GCF_000490115.1_S116"
"Vibrio parahaemolyticus S038","Bacteria;Pseudomonadota;Gammaproteobacteria","S038","SAMN02338899","PRJNA215961","GCA_000491415.1","Contig",5.11515,45.2,,"AWLX01",840,4664,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/491/415/GCA_000491415.1_S038","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/491/415/GCF_000491415.1_S038"
"Vibrio parahaemolyticus S115","Bacteria;Pseudomonadota;Gammaproteobacteria","S115","SAMN02338964","PRJNA215961","GCA_000490135.1","Contig",5.1441,45.2,,"AWJK01",854,4637,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/490/135/GCA_000490135.1_S115","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/490/135/GCF_000490135.1_S115"
"Vibrio parahaemolyticus S046","Bacteria;Pseudomonadota;Gammaproteobacteria","S046","SAMN02338907","PRJNA215961","GCA_000491255.1","Contig",5.23347,45.2,,"AWLP01",981,4784,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/491/255/GCA_000491255.1_S046","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/491/255/GCF_000491255.1_S046"
"Vibrio parahaemolyticus EKP-028","Bacteria;Pseudomonadota;Gammaproteobacteria","EKP-028","SAMN01923903","PRJNA176647","GCA_000522005.2","Scaffold",5.20156,45.2,,"JACH01",100,4714,"2014-01-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/522/005/GCA_000522005.2_vpEKP026","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/522/005/GCF_000522005.2_vpEKP026"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","BTXS2","SAMN16111715","PRJNA662942","GCA_015172915.1","Complete",5.06843,45.4583,"chromosome 1:CP063525.1; chromosome 2:CP063526.1; plasmid unnamed:CP063527.1",,3,2618,"2020-11-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/172/915/GCA_015172915.1_ASM1517291v1",
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","CAIM 320","SAMN03372139","PRJNA276282","GCA_004137845.1","Contig",5.06644,45.2,,"JZDS01",78,0,"2019-02-05T00:00:00Z",,
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","S456-5","SAMN03795188","PRJNA288141","GCA_001268045.1","Scaffold",6.09923,44,,"LFWN01",272,5665,"2015-08-17T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/268/045/GCF_001268045.1_ASM126804v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","Vp2","SAMN10076544","PRJNA491373","GCA_004324505.1","Scaffold",5.14537,45.2,,"QYST01",95,4425,"2019-03-04T00:00:00Z",,
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","GZ20051","SAMN29856458","PRJNA860711","GCA_024495095.1","Scaffold",5.29302,45.6,,"JANHEU01",659,4967,"2022-07-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/495/095/GCF_024495095.1_ASM2449509v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","GZ20044","SAMN29856455","PRJNA860711","GCA_024495465.1","Scaffold",5.24622,45.4,,"JANHEW01",478,4853,"2022-07-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/495/465/GCF_024495465.1_ASM2449546v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","Vb0788","SAMN14524703","PRJNA622672","GCA_012956435.1","Scaffold",5.99815,45.3,,"JABCLJ01",2688,6768,"2020-05-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/956/435/GCA_012956435.1_ASM1295643v1",
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","Vp12","SAMN10076543","PRJNA491373","GCA_004324515.1","Contig",4.98666,45.3,,"QYSU01",92,4246,"2019-03-04T00:00:00Z",,
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","VP161810","SAMEA112324432","PRJEB39490","GCA_948193445.1","Contig",6.19707,44,,"CANUIR01",60,0,"2023-01-14T00:00:00Z",,
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","GZ20045","SAMN29856456","PRJNA860711","GCA_024505345.1","Scaffold",5.2695,45.3,,"JANIAZ01",569,4757,"2022-08-01T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/505/345/GCF_024505345.1_ASM2450534v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","CFSAN001621","SAMN03945127","PRJNA245882","GCA_002072915.1","Contig",6.02328,44,,"LHQV01",63,5535,"2017-03-28T00:00:00Z",,
