Biosample_ID,Isolation_Source,Host_Source,Description_Source,Label,genome_ID
SAMN17831992,food,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_019271955.1_ASM1927195v1
SAMN17831991,food,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_019271975.1_ASM1927197v1
SAMN17831990,food,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_019271995.1_ASM1927199v1
SAMN17831989,food,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_019272015.1_ASM1927201v1
SAMN17831988,Rectal Swab,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Clinical,GCF_019272035.1_ASM1927203v1
SAMN17831987,Rectal Swab,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Clinical,GCF_019272055.1_ASM1927205v1
SAMN17831986,Rectal Swab,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Clinical,GCF_019272075.1_ASM1927207v1
SAMN17831985,Rectal Swab,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Clinical,GCF_019272095.1_ASM1927209v1
SAMN17831984,Rectal Swab,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Clinical,GCF_019272155.1_ASM1927215v1
SAMN17831983,Rectal Swab,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Clinical,GCF_019272235.1_ASM1927223v1
SAMN17831982,Rectal Swab,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Clinical,GCF_019272355.1_ASM1927235v1
SAMN17831981,Rectal Swab,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Clinical,GCF_019272405.1_ASM1927240v1
SAMN17831980,Rectal Swab,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Clinical,GCF_019272495.1_ASM1927249v1
SAMN17831979,Rectal Swab,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Clinical,GCF_019272575.1_ASM1927257v1
SAMN17831978,Rectal Swab,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Clinical,GCF_019272675.1_ASM1927267v1
SAMN17831977,Rectal Swab,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Clinical,GCF_019272715.1_ASM1927271v1
SAMN17831976,Rectal Swab,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Clinical,GCF_019272755.1_ASM1927275v1
SAMN17831975,food,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_019272775.1_ASM1927277v1
SAMN17831974,food,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_019272795.1_ASM1927279v1
SAMN17831973,food,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_019272815.1_ASM1927281v1
SAMN17831972,food,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_019272835.1_ASM1927283v1
SAMN17831971,food,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_019272855.1_ASM1927285v1
SAMN17831970,swab,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_019272875.1_ASM1927287v1
SAMN17831969,food,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_019272895.1_ASM1927289v1
SAMN17839806,food,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_019273695.1_ASM1927369v1
SAMN17839805,food,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_019273715.1_ASM1927371v1
SAMN17839804,food,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_019273735.1_ASM1927373v1
SAMN17839803,food,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_019273755.1_ASM1927375v1
SAMN18394829,isolation_source_NA,Penaeus vannamei,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_019321785.1_ASM1932178v1
SAMN20294544,anal swab,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_019351375.1_ASM1935137v1
SAMN20395455,water,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_019429585.1_ASM1942958v1
SAMN14861780,hepatopancreas,Penaeus vannamei,AN AHPND casuing strain,Non_clinical,GCF_019685535.1_ASM1968553v1
SAMN15294486,feces,clinical,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_019685615.1_ASM1968561v1
SAMN15294485,feces,clinical,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_019685635.1_ASM1968563v1
SAMN15294484,feces,clinical,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_019685675.1_ASM1968567v1
SAMN15294483,feces,clinical,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_019685695.1_ASM1968569v1
SAMN15294482,feces,clinical,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_019685715.1_ASM1968571v1
SAMN15294481,feces,clinical,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_019685735.1_ASM1968573v1
SAMN15294480,feces,clinical,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_019685775.1_ASM1968577v1
SAMN15294478,feces,clinical,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_019685805.1_ASM1968580v1
SAMN15294477,feces,clinical,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_019685835.1_ASM1968583v1
SAMN15294476,feces,clinical,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_019685865.1_ASM1968586v1
SAMN15294474,feces,clinical,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_019685895.1_ASM1968589v1
SAMN15294473,feces,clinical,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_019685915.1_ASM1968591v1
SAMN15294475,feces,clinical,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_019685935.1_ASM1968593v1
SAMN15294471,feces,clinical,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_019685945.1_ASM1968594v1
SAMN15294469,feces,clinical,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_019685975.1_ASM1968597v1
SAMN15294472,feces,clinical,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_019685995.1_ASM1968599v1
SAMN15294470,feces,clinical,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_019686015.1_ASM1968601v1
SAMN15294466,feces,clinical,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_019686035.1_ASM1968603v1
SAMN15294468,feces,clinical,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_019686045.1_ASM1968604v1
SAMN15294467,feces,clinical,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_019686095.1_ASM1968609v1
SAMN14884119,hepatopancreas,Penaeus monodon,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_019780985.1_ASM1978098v1
SAMN14884120,hepatopancreas,Penaeus monodon,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_019780995.1_ASM1978099v1
SAMN14884118,hepatopancreas,Penaeus monodon,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_019781025.1_ASM1978102v1
SAMN14884117,hepatopancreas,Penaeus monodon,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_019781045.1_ASM1978104v1
SAMN14884116,hepatopancreas,Penaeus monodon,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_019781065.1_ASM1978106v1
SAMN15510357,imported seafood from Vietnam,host_source_NA,Vibrio parahaemolyticus isolate ISF-238-3 from imported seafood,Non_clinical,GCF_019793285.1_ASM1979328v1
SAMN15510356,imported seafood from Thailand,host_source_NA,Vibrio parahaemolyticus isolate ISF-232-3 from imported seafood,Non_clinical,GCF_019793345.1_ASM1979334v1
SAMN21365011,Penaeus vannamei (Whiteleg shrimp),host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_020041945.1_ASM2004194v1
SAMN21235810,environmental,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_020407095.1_ASM2040709v1
SAMN16057162,crabs,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_020740855.1_ASM2074085v1
SAMN16057163,shrimps,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_020740875.1_ASM2074087v1
SAMN16057386,mussels,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_020740915.1_ASM2074091v1
SAMN16057388,shrimps,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_020740925.1_ASM2074092v1
SAMN16057396,shrimps,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_020740955.1_ASM2074095v1
SAMN16057399,mussels,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_020740975.1_ASM2074097v1
SAMN16057402,shrimps,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_020740995.1_ASM2074099v1
SAMN16057403,shrimps,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_020741055.1_ASM2074105v1
SAMN16057404,shrimps,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_020741075.1_ASM2074107v1
SAMN16057424,crabs,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_020741095.1_ASM2074109v1
SAMN16057438,shrimps,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_020741115.1_ASM2074111v1
SAMN16057439,crabs,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_020741135.1_ASM2074113v1
SAMN16057440,shrimps,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_020741165.1_ASM2074116v1
SAMN08057913,Mussel,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_020741185.1_ASM2074118v1
SAMN22211694,seawater layers,host_source_NA,FXH-250'sgenome,Non_clinical,GCF_020782035.1_ASM2078203v1
SAMN22211696,seawater layers,host_source_NA,FXH-72'sgenome,Non_clinical,GCF_020782215.1_ASM2078221v1
SAMN16482544,shoreline saltwater,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_021022935.1_ASM2102293v1
SAMN23429703,gut,Holothuria leucospilota,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_021026225.1_ASM2102622v1
SAMN17188316,missing,Penaeus vannamei,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_021729965.1_ASM2172996v1
SAMN17188276,missing,Penaeus vannamei,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_021729985.1_ASM2172998v1
SAMN17188302,missing,Penaeus vannamei,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_021730005.1_ASM2173000v1
SAMN17188309,missing,Penaeus vannamei,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_021730025.1_ASM2173002v1
SAMN17188294,missing,Penaeus vannamei,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_021730045.1_ASM2173004v1
SAMN17188298,missing,Penaeus vannamei,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_021730065.1_ASM2173006v1
SAMN17188296,missing,Penaeus vannamei,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_021730085.1_ASM2173008v1
SAMN19769870,missing,Ctenopharyngodon idella,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_021890295.1_ASM2189029v1
SAMN19769866,missing,Penaeus vannamei,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_021890315.1_ASM2189031v1
SAMN19769867,missing,Paratapes undulatus,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_021890335.1_ASM2189033v1
SAMN19769868,missing,Perna viridis,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_021890355.1_ASM2189035v1
SAMN19769865,missing,Hypophthalmichthys nobilis,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_021890375.1_ASM2189037v1
SAMN19769869,missing,Mactra quadrangularis,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_021890385.1_ASM2189038v1
SAMN20804969,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_022290415.1_ASM2229041v1
SAMN20804970,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_022290445.1_ASM2229044v1
SAMN20805037,Continental Water,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_022290535.1_ASM2229053v1
SAMN20804968,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_022290575.1_ASM2229057v1
SAMN20805036,Continental Water,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_022290595.1_ASM2229059v1
SAMN20804967,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_022290605.1_ASM2229060v1
SAMN20805035,Continental Water,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_022290635.1_ASM2229063v1
SAMN20805033,Continental Water,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_022290675.1_ASM2229067v1
SAMN20805032,estuarine water,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_022290755.1_ASM2229075v1
SAMN20804966,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_022290765.1_ASM2229076v1
SAMN20805034,Continental Water,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_022290785.1_ASM2229078v1
SAMN20804965,missing,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_022290835.1_ASM2229083v1
SAMN20805031,estuarine water,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_022290935.1_ASM2229093v1
SAMN20805029,marine water,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_022290955.1_ASM2229095v1
SAMN20805030,Continental Water,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_022290975.1_ASM2229097v1
SAMN20802061,marine water,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_022291015.1_ASM2229101v1
SAMN20804964,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_022291025.1_ASM2229102v1
SAMN24777701,isolation_source_NA,Crassostrea gigas,V. parahaemolyticus3,Non_clinical,GCF_022397605.1_ASM2239760v1
SAMN24777699,isolation_source_NA,Crassostrea gigas,V. parahaemolyticus1,Non_clinical,GCF_022397635.1_ASM2239763v1
SAMN24777700,isolation_source_NA,Crassostrea gigas,V. parahaemolyticus2,Non_clinical,GCF_022397695.1_ASM2239769v1
SAMN26550104,Aquatic bird feces,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_022603295.1_ASM2260329v1
SAMN26550103,Aquatic bird feces,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_022603315.1_ASM2260331v1
SAMN26550105,Aquatic bird feces,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_022603325.1_ASM2260332v1
SAMN26550102,Aquatic bird feces,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_022603355.1_ASM2260335v1
SAMN26550101,Aquatic bird feces,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_022603375.1_ASM2260337v1
SAMN17384693,missing,shrimp,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_022802095.1_ASM2280209v1
SAMN17385136,missing,shrimp,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_022802125.1_ASM2280212v1
SAMN17385041,missing,shrimp,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_022802155.1_ASM2280215v1
SAMN17385056,missing,shrimp,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_022802175.1_ASM2280217v1
SAMN17385137,missing,shrimp,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_022802195.1_ASM2280219v1
SAMN17385161,missing,shrimp,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_022802215.1_ASM2280221v1
SAMN17385138,missing,shrimp,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_022802235.1_ASM2280223v1
SAMN17385173,missing,shrimp,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_022802265.1_ASM2280226v1
SAMN17496760,Shrimps,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_022802295.1_ASM2280229v1
SAMN15889559,seawater,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_023205895.1_ASM2320589v1
SAMN15889555,seawater,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_023205915.1_ASM2320591v1
SAMN15889510,seawater,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_023205935.1_ASM2320593v1
SAMN15889509,seawater,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_023205955.1_ASM2320595v1
SAMN15889568,seawater,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_023206515.1_ASM2320651v1
SAMN25174351,Anal swab,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_023338245.1_ASM2333824v1
SAMN25174513,Anal swab,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_023338275.1_ASM2333827v1
SAMN25209733,Anal swab,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_023338305.1_ASM2333830v1
SAMN25209740,Anal swab,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_023338315.1_ASM2333831v1
SAMN25209765,Anal swab,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_023338345.1_ASM2333834v1
SAMN25209771,Anal swab,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_023338355.1_ASM2333835v1
SAMN25209820,sour bean,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_023338385.1_ASM2333838v1
SAMN25210965,anal swab,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_023338395.1_ASM2333839v1
SAMN25211063,anal swab,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_023338425.1_ASM2333842v1
SAMN25211114,anal swab,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_023338435.1_ASM2333843v1
SAMN25212004,Anal swab,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_023338465.1_ASM2333846v1
SAMN25214717,Anal swab,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_023338475.1_ASM2333847v1
SAMN25220545,Anal swab,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_023338535.1_ASM2333853v1
SAMN25232486,Anal swab,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_023338545.1_ASM2333854v1
SAMN25220608,Anal swab,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_023338555.1_ASM2333855v1
SAMN25232487,Anal swab,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_023338565.1_ASM2333856v1
SAMN25221410,Anal swab,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_023338575.1_ASM2333857v1
SAMN29722567,feces,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_024331565.1_ASM2433156v1
SAMN29856465,feces,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_024495085.1_ASM2449508v1
SAMN29856458,feces,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_024495095.1_ASM2449509v1
SAMN29856454,feces,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_024495125.1_ASM2449512v1
SAMN29856445,feces,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_024495165.1_ASM2449516v1
SAMN29856470,feces,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_024495185.1_ASM2449518v1
SAMN29856464,feces,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_024495205.1_ASM2449520v1
SAMN29856468,feces,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_024495305.1_ASM2449530v1
SAMN29856466,feces,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_024495325.1_ASM2449532v1
SAMN29856467,feces,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_024495365.1_ASM2449536v1
SAMN29856462,feces,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_024495385.1_ASM2449538v1
SAMN29856457,feces,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_024495445.1_ASM2449544v1
SAMN29856455,feces,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_024495465.1_ASM2449546v1
SAMN29856450,feces,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_024495485.1_ASM2449548v1
SAMN29856452,feces,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_024495495.1_ASM2449549v1
SAMN29856451,feces,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_024495535.1_ASM2449553v1
SAMN29856449,feces,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_024495565.1_ASM2449556v1
SAMN29856448,feces,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_024495585.1_ASM2449558v1
SAMN29856447,feces,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_024495605.1_ASM2449560v1
SAMN29637727,envrionmental,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_024495675.1_ASM2449567v1
SAMN29856461,feces,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_024505225.1_ASM2450522v1
SAMN29856469,feces,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_024505245.1_ASM2450524v1
SAMN29856463,feces,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_024505265.1_ASM2450526v1
SAMN29856459,feces,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_024505325.1_ASM2450532v1
SAMN29856456,feces,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_024505345.1_ASM2450534v1
SAMN29856453,feces,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_024505365.1_ASM2450536v1
SAMN15597508,missing,Epinephelus fasciatus,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_024530895.1_ASM2453089v1
SAMN15597507,missing,Saccostrea cucullata,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_024530905.1_ASM2453090v1
SAMN15597509,missing,Saccostrea cucullata,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_024530935.1_ASM2453093v1
SAMN15597511,missing,Saccostrea cucullata,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_024530955.1_ASM2453095v1
SAMN15597506,missing,Saccostrea cucullata,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_024531075.1_ASM2453107v1
SAMN15597510,missing,Saccostrea cucullata,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_024531175.1_ASM2453117v1
SAMN29856460,feces,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_024581025.1_ASM2458102v1
SAMN28767281,Imported/domestic retail Mussels,host_source_NA,Vibrio parahaemolyticus isolate RM-211-4 from fresh (not frozen) retail mussels,Non_clinical,GCF_024743475.1_ASM2474347v1
SAMN28767274,Imported/domestic retail Oyster,host_source_NA,Vibrio parahaemolyticus isolate RM-89-6 from fresh (not frozen) retail oysters,Non_clinical,GCF_024743615.1_ASM2474361v1
SAMN28767272,Imported/domestic retail Oyster,host_source_NA,Vibrio parahaemolyticus isolate RM-86-11 from fresh (not frozen) retail oysters,Non_clinical,GCF_024743635.1_ASM2474363v1
SAMN28767382,raw shrimp,host_source_NA,Vibrio parahaemolyticus isolate ISF-331-1 from raw Shrimp imported to Canada (Bangladesh),Non_clinical,GCF_024744975.1_ASM2474497v1
SAMN28767380,raw shrimp,host_source_NA,Vibrio parahaemolyticus isolate ISF-318-1 from raw Shrimp imported to Canada (Ecuador),Non_clinical,GCF_024744985.1_ASM2474498v1
